Gene,P01_A02,P01_A03,P01_A04,P01_A05,P01_A06,P01_A07,P01_A08,P01_A09,P01_A10,P01_A11,P01_A12,P01_B02,P01_B03,P01_B04,P01_B05,P01_B06,P01_B07,P01_B08,P01_B09,P01_B10
Ak3,865.478087,747.7730655,803.3238434,745.7144709,870.2921545,882.9580784,849.3318949,930.2441919,1000.801075,1056.098233,952.1809715,860.8799905,736.389367,675.385342,630.8214911,700.7659063,602.1082776,607.0473982,647.6111408,667.770452
Ak4,134.5812954,198.1279062,129.5078159,177.2222662,149.5513126,164.4128836,187.1882795,136.9348663,136.1634116,170.3384247,166.2654466,144.1473473,140.5608082,129.8430836,119.8127775,69.31580738,109.2935817,119.4512622,97.09312456,80.52286814
Ak5,0,1.278244556,0,0,0.964847178,0,0,0,0,0,0,0,0,1.006535532,0,0,2.980734047,0,0,0
Ak7,5.470784368,1.278244556,0,1.150793937,0.964847178,0.869909437,0.931284973,0.912899109,0,0,0,1.001023245,1.243900958,2.013071064,1.44352744,0,0,0,0.970931246,1.626724609
Akr1a1,268.068434,232.6405093,336.9080138,245.1191085,262.4384324,275.7612915,360.4072844,439.1044713,396.5759363,375.6180648,346.4473842,274.2803691,287.3411212,303.9737307,324.7936739,546.0733118,607.0761677,563.9666151,571.8785037,599.4480184
Akr1b10,50.33121618,51.12978225,28.15387302,44.88096352,27.98056816,40.88574353,37.2513989,34.69016614,28.08370365,31.44709379,26.36808844,33.03376708,64.6828498,70.45748724,64.95873479,68.47049266,80.47981928,116.5139361,120.3954745,117.9375341
Akr1b3,33.91886308,67.74696149,45.98465926,41.42858171,33.76965123,41.75565297,49.35810354,42.90625811,61.27353523,43.67651916,51.27128308,47.04809251,77.12185938,64.41827405,98.1598659,73.542381,73.52477317,76.37047913,81.55822463,33.34785448
Akr1b8,18.60066685,12.78244556,5.630774603,8.055557556,8.683624602,13.04864155,9.312849725,2.738697326,5.106127936,6.114712682,8.789362814,9.009209203,6.219504789,5.03267766,5.774109759,5.917203069,13.91009222,3.916434827,3.883724982,4.066811522
Akr1c18,2.188313747,10.22595645,0.938462434,0,0,0.869909437,2.793854918,2.738697326,5.106127936,2.62059115,0,0,3.731702873,1.006535532,2.887054879,0.845314724,7.948624126,2.93732612,0,0
Akr1c21,0,11.50420101,0,0,0,0,0.931284973,0.912899109,0,0.873530383,0.732446901,0,0,2.013071064,8.661164638,0,2.980734047,1.958217413,0,1.626724609
Akr1c6,11058.64352,9915.343024,8005.084561,10702.38361,9425.592081,8876.555894,9233.690502,7143.435527,7200.491411,6168.871566,8083.284001,11183.43169,11521.01067,12722.60912,9163.512187,6449.751345,8004.264495,6201.674548,6347.948484,3437.269099
Akr1d1,1546.043662,1661.717923,1555.032253,2192.262449,2180.554622,2165.204588,1774.097873,1317.313414,1669.703835,1432.589828,1717.587983,1765.805004,1777.534469,2564.652536,3080.487556,2609.486553,3822.294627,3578.642323,4531.336123,2815.046936
Akr7a5,60.17862805,48.57329314,61.93852064,60.99207864,65.6096081,51.32465678,53.08324343,54.77394653,63.8265992,62.02065721,58.59575209,47.04809251,49.75603831,45.29409894,36.08818599,88.75804604,54.64679087,46.99721792,58.25587474,191.9535038
Alad,61.27278492,74.13818427,91.03085609,51.78572714,74.2932327,46.97510959,61.46480819,100.418902,79.144983,111.811889,96.68299095,61.06241793,53.48774118,43.28102788,49.07993295,82.84084297,86.44128737,109.6601752,92.23846833,115.4974472
Alas1,177.2534135,107.3725427,500.2004773,118.5317755,106.1331896,97.42985693,263.5536472,490.2268214,1102.072613,287.3914961,1018.101193,1334.363985,1006.315875,811.2676388,886.325848,27.05007117,784.9266325,1138.703426,1040.838295,780.01445
Alas2,35.01301995,33.23435847,52.5538963,28.76984841,40.52358147,33.0565586,56.80838332,73.03192871,62.97557787,55.90594452,55.66596449,40.04092979,43.53653352,39.25488575,37.53171343,171.598889,73.52477317,66.57939206,68.93611844,113.0573603
Aldh18a1,2.188313747,0,0,3.45238181,2.894541534,2.609728311,2.793854918,0.912899109,1.702042645,1.747060766,2.197340703,1.001023245,3.731702873,1.006535532,0,2.535944172,6.955046111,0,5.825587474,2.440086913
Aldh1a1,141.1462367,108.6507873,94.78470582,96.66669067,145.6919239,166.1527024,230.0273882,208.1409968,171.9063072,197.4178666,138.4324643,146.1493937,194.0485494,240.5619922,246.8431922,540.1561087,570.3137811,638.3788768,715.576328,695.4247703
Aldh1a2,2.188313747,1.278244556,1.876924868,0,0,0,0,0.912899109,0,0,1.464893802,0,0,1.006535532,1.44352744,0,1.987156032,0,0,0
Aldh1a3,0,0,0.938462434,0,0,0,0.931284973,0,0,0,0,0,0,0,0,0,0.993578016,0.979108707,0,0
Aldh1b1,598.5038098,797.6246032,681.323727,1016.151046,1049.75373,949.0711956,860.5073146,767.7481505,873.147877,740.7537649,856.9628744,1003.025291,931.6818174,863.6074865,763.6260156,541.8467382,515.6669902,597.2563111,592.2680598,728.7726248
Aldh1l1,2296.635278,2872.215518,3304.32623,3860.913657,4284.886317,3530.962404,3238.077849,2726.829638,2850.070409,3314.174274,3456.416927,3448.525078,2940.581864,2863.593589,2276.442772,2151.325973,1821.228503,1863.243869,1924.385729,2571.038244
Aldh1l2,0,3.834733669,0,0,0,0,0.931284973,0,0,0,0,0,0,1.006535532,0,0.845314724,0.993578016,0,0,0
Aldh2,1675.154173,1817.663759,2639.894827,2691.707018,2923.486949,2268.723811,1960.354867,2445.656713,2265.418761,2628.452923,2392.904026,2180.228627,2066.119491,1857.058057,1807.296354,2819.124605,1337.356009,2045.358088,2025.362578,1546.201741
Aldh3a2,930.0333425,738.8253536,696.3391259,650.1985741,685.0414963,614.1560624,674.2503201,903.7701177,847.6172373,637.6771797,820.3405293,686.7019459,811.0234245,1089.071446,1244.320653,2472.545568,2460.099167,3262.390211,3706.044565,3500.711358
Aldh3b1,4.376627494,11.50420101,11.26154921,16.11111511,5.789083068,6.089366058,7.45027978,13.69348663,13.61634116,15.7235469,7.324469012,5.005116224,13.68291054,15.09803298,8.661164638,8.453147242,13.91009222,9.791087067,16.50583118,13.82715918
Aldh3b3,0,1.278244556,0,0,0,0,0,0,0,0,0.732446901,0,1.243900958,0,0,0,0.993578016,0,0,0
Aldh4a1,310.7405521,300.3874707,389.4619101,304.9603932,515.228393,489.759013,664.9374704,427.2367829,415.2984054,498.7858488,425.5516496,428.4379488,371.9263864,357.3201139,336.3418934,1772.624977,754.125714,967.3594023,961.2219332,1906.521242
Aldh5a1,65.64941241,76.69467338,105.1077926,86.30954524,104.2034952,81.77148707,69.84637294,125.980077,102.97358,110.9383587,127.4457608,102.104371,64.6828498,83.54244916,82.28106406,131.0237822,115.2550498,125.3259145,145.6396868,129.3246064
Aldh6a1,1714.543821,1877.741253,1954.81725,1902.262377,1943.202216,1767.655976,1686.557085,1730.85671,1801.61214,1856.252064,1668.514041,1881.9237,1721.558926,1955.698539,1704.805906,1103.135715,1223.094537,1508.806517,1476.786425,1090.71885
Aldh7a1,1325.023974,1504.493843,1765.247838,1517.897202,1449.200461,1550.178617,1454.667127,1792.93385,1963.306191,2005.62576,1785.705545,1375.405938,1175.486405,1191.73807,1426.20511,1601.026088,1478.444088,1875.972282,1979.72881,1345.301252
Aldh9a1,4933.553343,4812.590755,5190.635722,6184.366615,5929.950756,4986.320892,4118.142148,4063.313933,4450.841517,5007.949687,5108.817136,5322.440593,4705.677323,5403.082736,4703.012398,4164.020331,3895.8194,4622.372205,5106.127421,3138.765133
Aldoa,4.376627494,7.669467338,12.20001164,4.603175746,7.718777424,5.219456621,13.03798962,14.60638574,13.61634116,11.35589498,2.197340703,7.007162714,7.463405747,1.006535532,30.31407623,7.607832517,12.91651421,30.35236991,15.53489993,17.08060839
Aldob,5774.959979,6177.755941,4773.958401,5026.667915,5551.730662,5511.746192,5794.455099,4354.528749,4579.345737,3942.242619,4517.732486,4754.860413,4948.23801,6019.082482,5164.941179,5852.95915,6080.697457,6076.348634,6230.465803,5598.372742
Aldoc,3.282470621,1.278244556,6.569237037,1.150793937,2.894541534,3.479637748,3.72513989,9.128991088,7.659191904,9.608834215,5.859575209,5.005116224,1.243900958,2.013071064,1.44352744,0,0.993578016,3.916434827,3.883724982,6.506898436
Alg1,110.5098442,83.08589616,75.07699471,71.34922406,100.3441065,87.86085313,75.43408277,110.4607922,103.8246014,79.49126487,87.16118124,84.08595256,84.58526513,75.4901649,95.27281102,106.5096552,82.46697531,112.5975013,91.26753709,213.9142861
Alg10b,3.282470621,1.278244556,0.938462434,2.301587873,0.964847178,6.089366058,1.862569945,1.825798218,0.851021323,1.747060766,2.197340703,0,0,3.019606596,2.887054879,1.690629448,0.993578016,1.958217413,0,1.626724609
Alg5,161.9352173,180.2324824,175.4924751,138.0952724,143.7622295,169.6323402,199.2949841,191.7088129,203.3940961,150.2472259,155.278743,201.2056722,195.2924504,197.2809643,190.545622,321.2195952,238.4587238,224.2158938,227.1979115,156.1655625
Alox12,0,1.278244556,0,0,0,0,0,0,0,0,0,0,0,0,1.44352744,0,0,0,0,0.813362304
Alox15,1.094156874,0,0.938462434,2.301587873,0,0,0.931284973,0,0,0.873530383,0,0,0,0,1.44352744,0,0.993578016,0.979108707,0,0
Alpl,6.564941241,6.391222782,10.32308677,6.904763619,9.64847178,8.699094369,11.17541967,18.25798218,5.957149258,9.608834215,13.18404422,7.007162714,7.463405747,6.039213192,25.98349391,27.8953859,11.92293619,18.60306543,30.09886861,29.28104296
Alppl2,1.094156874,0,0,0,0,0,0,0,0,0,0,0,0,2.013071064,0,0,1.987156032,0.979108707,0.970931246,0
Amacr,995.6827549,1106.959786,1195.601141,893.0160947,915.6399719,920.3641842,1022.5509,1324.616607,1165.048191,1034.259974,1211.467175,943.9649199,992.6329643,917.9604052,909.422287,1052.416832,956.8156292,1018.273055,1004.913839,682.4109734
Amd1,981.4587156,1027.708623,1061.401013,1052.976452,887.6594037,875.9988029,814.8743509,757.7062603,848.4682586,712.8007927,1016.636299,1826.867422,1517.559168,1600.391496,1095.637327,956.050953,947.8734271,805.8064656,962.1928644,619.782076
Amd2,16.4123531,24.28664657,31.90772275,14.96032117,11.57816614,20.87782649,10.2441347,13.69348663,25.53063968,22.71178996,22.70585394,23.02353463,19.90241532,29.18953043,33.20113111,16.06097976,23.84587238,20.56128284,22.33141865,18.707333
Amdhd1,6.564941241,10.22595645,35.66157249,10.35714543,15.43755485,13.91855099,15.83184453,18.25798218,25.53063968,24.45885073,6.59202211,15.01534867,23.6341182,2.013071064,20.20938416,10.98909141,6.955046111,13.70752189,9.709312456,21.96078222
Amdhd2,8.753254988,5.112978225,4.692312169,9.206351492,8.683624602,4.349547184,4.656424863,3.651596435,5.106127936,4.367651916,5.127128308,12.01227894,12.43900958,9.058819788,4.330582319,14.37035031,2.980734047,6.853760947,2.912793737,5.693536131
Ampd1,1.094156874,6.391222782,1.876924868,0,0,1.739818874,0,0,0.851021323,0.873530383,0,0,0,0,4.330582319,1.690629448,8.942202142,1.958217413,2.912793737,0
Ampd2,10.94156874,17.89542379,34.72311005,18.41270298,14.47270767,21.74773592,13.03798962,22.82247772,25.53063968,25.33238111,38.81968576,21.02148814,27.36582107,25.1633883,10.10469208,41.42042148,18.8779823,29.3732612,21.3604874,24.40086913
Ampd3,2.188313747,2.556489113,3.753849736,2.301587873,3.859388712,4.349547184,4.656424863,0.912899109,1.702042645,1.747060766,0.732446901,2.00204649,0,1.006535532,2.887054879,0.845314724,2.980734047,5.87465224,1.941862491,2.440086913
Amt,79.87345177,79.25116249,95.72316826,107.0238361,102.2738009,83.51130594,94.9910672,100.418902,91.05928152,109.1912979,96.68299095,116.1186964,93.29257183,66.43134511,63.51520735,99.74713745,68.55688309,69.51671818,88.35474335,68.32243357
Amy1,915.8093032,1036.656335,738.5699355,762.9763799,761.2644234,833.3732405,869.8201643,707.4968093,791.44983,700.5713673,738.3064764,667.6825043,725.1942584,903.8689078,902.2046498,718.5175155,929.9890228,857.6992271,942.7742395,739.3463347
Amy2a4,2.188313747,1.278244556,0.938462434,0,1.929694356,7.829184932,5.587709835,0,1.702042645,4.367651916,2.197340703,2.00204649,4.975603831,4.026142128,2.887054879,1.690629448,3.974312063,3.916434827,0.970931246,4.066811522
Amy2a5,1.094156874,5.112978225,0,0,0,0,0.931284973,0,0,0,0,0,0,2.013071064,2.887054879,0,0.993578016,0,0,0
Anpep,951.91648,1041.769313,1118.647221,1325.714615,1390.344783,1173.50783,1094.259843,1104.607922,1081.648101,1166.163062,1337.448042,1382.413101,1313.559411,1548.051648,1271.747674,2100.60709,1829.177127,3029.362339,3236.113842,4653.245744
Aoc1,1.094156874,1.278244556,0,0,0.964847178,0,0,0,0,0,0.732446901,0,0,0,0,0,0,0,0.970931246,0
Aoc2,3.282470621,6.391222782,0.938462434,2.301587873,0.964847178,8.699094369,0,2.738697326,4.255106613,3.494121533,3.662234506,5.005116224,2.487801916,5.03267766,4.330582319,0,3.974312063,5.87465224,7.767449965,7.32026074
Aoc3,3.282470621,1.278244556,0,1.150793937,0.964847178,0.869909437,0,0.912899109,0,0,0,0,1.243900958,1.006535532,1.44352744,0.845314724,0,0,0,0
Aox1,83.15592239,72.85993971,65.69237037,63.29366651,100.3441065,100.9094947,94.05978222,97.68020464,93.61234549,89.10009908,95.95054405,92.09413852,114.4388881,105.6862309,171.7797653,217.2458841,192.7541351,220.299459,242.7328114,363.5729501
Aprt,28.44807871,24.28664657,35.66157249,18.41270298,28.94541534,32.18664916,27.0072642,38.34176257,45.95515142,31.44709379,31.49521675,24.02455788,34.82922682,36.23527915,34.64465855,62.55328959,51.66605682,39.16434827,41.75004356,59.37544822
Aqp1,143.3345504,158.502325,208.3386603,158.8095632,173.672492,160.9332458,192.7759893,153.3670503,165.9491579,213.1414135,168.4627873,131.1340451,165.4388274,127.8300126,166.0056556,126.7972086,158.9724825,131.2005667,106.802437,85.40304197
Aqp4,21.88313747,35.79084758,60.06159577,24.16667267,38.59388712,39.14592466,47.4955336,20.9966795,28.08370365,43.67651916,34.42500435,22.02251139,28.60972203,22.1437817,20.20938416,21.1328681,27.82018444,19.58217413,29.12793737,10.57370996
Aqp7,0,1.278244556,0,0,0,0,0,0,0,0,1.464893802,0,0,0,1.44352744,0,0,0.979108707,0.970931246,0
Aqp8,4005.708314,5798.117308,3090.356795,4982.937745,5262.276509,4139.89901,2814.343187,1603.963734,3256.00758,4246.231193,3479.855227,3858.944609,5350.018019,7287.317252,6311.101966,4098.931097,8692.81406,8110.936527,8012.124639,7414.610767
Aqp9,2.188313747,0,2.815387302,2.301587873,5.789083068,3.479637748,3.72513989,0.912899109,1.702042645,0.873530383,2.929787605,4.004092979,8.707306704,1.006535532,1.44352744,0,0,5.87465224,0,1.626724609
Arg1,26700.71019,27459.24956,25044.74697,26961.95114,28563.33586,27743.15176,30538.69682,23791.06368,23068.63499,17018.99246,22324.2491,23972.50467,27066.04094,28689.28227,26267.86882,31858.22132,25945.30273,20474.14217,19885.64284,21236.07641
Arg2,2.188313747,2.556489113,2.815387302,1.150793937,0.964847178,0.869909437,3.72513989,0.912899109,2.553063968,4.367651916,1.464893802,1.001023245,0,1.006535532,7.217637198,1.690629448,4.967890079,2.93732612,3.883724982,1.626724609
Arsa,0,2.556489113,0.938462434,0,0,0,0,0,0.851021323,0,1.464893802,0,0,2.013071064,0,0.845314724,0.993578016,0,0,0.813362304
Arsb,169.5943154,203.2408845,241.1848455,261.2302236,230.5984755,206.1685365,174.1502899,217.2699879,215.3083946,226.2443692,251.961734,241.246602,200.2680542,198.2874998,254.0608294,245.14127,226.5357876,262.4011334,315.5526548,242.3819667
Asah1,9.847411862,6.391222782,7.507699471,28.76984841,12.54301331,2.609728311,0.931284973,1.825798218,1.702042645,4.367651916,3.662234506,14.01432543,27.36582107,18.11763958,5.774109759,0,1.987156032,0.979108707,0,0
Asah2,196.9482372,292.7180034,279.6618053,319.9207144,283.6650703,291.4196614,287.7670565,320.4275872,287.645207,317.9650595,349.3771719,291.2977642,302.2679327,279.8168779,274.2702135,165.6816859,344.7715715,326.0431993,391.285292,396.9208046
Ash1l,491.2764362,540.6974473,460.785055,608.7699924,516.1932402,566.3110434,531.7637193,373.3757355,565.0781582,469.0858158,606.4660342,515.5269711,492.5847793,477.0978422,404.1876831,44.80168038,316.951387,323.1058732,323.3201048,397.7341669
Asl,122.5455698,158.502325,136.0770529,126.587333,198.7585187,182.6809817,194.6385593,154.2799494,160.84303,183.4413805,167.7303404,124.1268824,123.1461948,156.0130075,163.1186007,294.169524,300.0605608,338.7716125,386.4306358,662.0769158
Asmt,0,1.278244556,0,0,0,0,0,0,0,0,0,0,0,0,0,2.535944172,0,1.958217413,0,0
Asns,2.188313747,1.278244556,5.630774603,0,0.964847178,1.739818874,3.72513989,4.564495544,2.553063968,1.747060766,3.662234506,1.001023245,1.243900958,4.026142128,4.330582319,0,2.980734047,1.958217413,1.941862491,0
Aspa,40.48380432,33.23435847,29.09233545,57.53969683,63.67991374,49.5848379,63.32737813,43.81915722,51.91230068,33.19415456,32.22766365,47.04809251,63.43894885,74.48362937,79.39400918,123.4159497,98.36422356,80.28691395,83.50008712,84.58967966
Aspg,13.12988248,12.78244556,11.26154921,6.904763619,18.33209638,20.00791705,14.90055956,17.34508307,17.87144777,20.9647292,10.25425662,17.01739516,6.219504789,7.045748724,7.217637198,10.14377669,14.90367024,7.832869654,13.59303744,34.16121679
Asrgl1,65.64941241,65.19047237,68.50775767,57.53969683,67.53930246,80.03166819,66.12123305,78.50932336,80.84702565,85.60597755,78.37181842,84.08595256,85.82916609,54.35291873,73.61989942,68.47049266,74.51835119,79.30780525,100.9768495,77.26941892
Ass1,6367.993004,8644.767935,11019.4259,12476.90786,17827.48131,14347.41634,12451.28008,7472.992105,8290.649725,8336.973977,9994.237966,11309.56062,9183.720771,8967.225055,6547.840466,18590.16141,7262.061717,5834.508783,5732.378074,10982.8312
Atic,402.6497295,420.542459,436.3850318,449.9604292,409.0952035,448.00336,438.6352221,412.6303972,368.4922327,393.0886724,432.1436717,523.535157,473.9262649,464.0128803,366.6559697,413.3589001,349.7394616,535.5724626,560.2273287,436.7755575
Atp10a,1.094156874,0,1.876924868,1.150793937,0,3.479637748,1.862569945,2.738697326,0.851021323,1.747060766,2.197340703,1.001023245,0,2.013071064,1.44352744,4.226573621,0.993578016,2.93732612,1.941862491,0.813362304
Atp11a,5.470784368,2.556489113,1.876924868,8.055557556,0,4.349547184,4.656424863,8.216091979,1.702042645,0,5.859575209,5.005116224,1.243900958,1.006535532,5.774109759,2.535944172,3.974312063,5.87465224,8.738381211,0
Atp11c,4814.290244,5026.057596,5312.635838,6184.366615,5819.958177,5262.082184,5104.372934,4948.826069,4778.484726,4864.690704,5152.76395,6035.169143,5358.725326,5320.546822,4145.810807,2268.82472,2925.093679,2958.866512,3298.253441,3012.693976
Atp1a1,64.55525554,106.0942982,114.4924169,93.21430886,71.39869117,99.16967581,106.1664869,150.628353,111.4837933,113.5589498,131.1079953,109.1115337,103.2437795,101.6600887,101.0469208,93.82993438,75.5119292,87.1406749,122.3373369,85.40304197
Atp1b1,24.07145122,29.3996248,32.84618519,42.57937565,24.12117945,34.79637748,48.42681857,37.42886346,35.74289555,44.55004954,43.21436717,31.03172059,27.36582107,46.30063447,34.64465855,103.1283963,38.74954262,50.91365275,49.51749353,83.77631736
Atp1b3,413.5912982,370.6909213,357.5541873,388.9683505,365.6770804,355.7929597,399.5212532,350.5532578,384.6616378,416.6739928,395.5213266,427.4369255,356.9995749,363.3593271,365.2124422,148.7753915,352.7201956,326.0431993,321.3782423,383.0936454
